2012;14;8;3246
2012;14;9;3261
2012;14;10;3263
2012;15;1;3327
2012;15;2;3324
2012;15;3;3276
2012;15;4;3268
2012;15;5;3360
2012;15;6;3456
2012;15;7;3261
2012;15;8;3342
2012;15;9;3385
2012;15;10;3462
2012;16;1;3286
2012;16;2;3297
2012;16;3;3209
2012;16;4;3363
2012;16;5;3370
2012;16;6;3335
2012;16;7;3375
2012;16;8;3456
2012;16;9;3339
2012;16;10;3251
2012;17;1;3337
2012;17;2;3279
2012;17;3;3363
2012;17;4;3476
2012;17;5;3350
2012;17;6;3306
2012;17;7;3379
2012;17;8;3334
2012;17;9;3400
2012;17;10;3394
2012;18;1;3266
2012;18;2;3261
2012;18;3;3310
2012;18;4;3363
2012;18;5;3383
2012;18;6;3223
2012;18;7;3397
2012;18;8;3448
2012;18;9;3365
2012;18;10;3316
2012;19;1;3292
2012;19;2;3317
2012;19;3;3431
2012;19;4;3352
2012;19;5;3243
2012;19;6;3296
2012;19;7;3352
2012;19;8;3288
2012;19;9;3259
2012;19;10;3339
2012;20;1;3352
2012;20;2;3415
2012;20;3;3301
2012;20;4;3398
2012;20;5;3358
2012;20;6;3356
2012;20;7;3369
2012;20;8;3283
2012;20;9;3445
2012;20;10;3286
2012;21;1;3503
2012;21;2;3305
2012;21;3;3357
2012;21;4;3312
2012;21;5;3376
2012;21;6;3275
2012;21;7;3355
2012;21;8;3385
2012;21;9;3399
2012;21;10;3298
2012;22;1;3230
2012;22;2;3367
2012;22;3;3337
2012;22;4;3228
2012;22;5;3393
2012;22;6;3252
2012;22;7;3396
2012;22;8;3333
2012;22;9;3340
2012;22;10;3295
2012;23;1;3300
2012;23;2;3310
2012;23;3;3339
2012;23;4;3353
2012;23;5;3319
2012;23;6;3422
2012;23;7;3392
2012;23;8;3359
2012;23;9;3261
2012;23;10;3372
2012;24;1;3371
2012;24;2;3317
2012;24;3;3271
2012;24;4;3397
2012;24;5;3381
2012;24;6;3341
2012;24;7;3323
2012;24;8;3250
2012;24;9;3343
2012;24;10;3393
2012;25;1;3449
2012;25;2;3449
2012;25;3;3275
2012;25;4;3362
2012;25;5;3359
2012;25;6;3419
2012;25;7;3336
2012;25;8;3346
2012;25;9;3306
2012;25;10;3251
2012;26;1;3404
2012;26;2;3358
2012;26;3;3282
2012;26;4;3406
2012;26;5;3325
2012;26;6;3385
2012;26;7;3347
2012;26;8;3261
2012;26;9;3347
2012;26;10;3375
2012;27;1;3353
2012;27;2;3248
2012;27;3;3291
2012;27;4;3360
2012;27;5;3384
2012;27;6;3358
2012;27;7;3353
2012;27;8;3361
2012;27;9;3360
2012;27;10;3299
2012;28;1;3384
2012;28;2;3414
2012;28;3;3368
2012;28;4;3309
2012;28;5;3259
2012;28;6;3269
2012;28;7;3265
2012;28;8;3298
2012;28;9;3346
2012;28;10;15
2012;29;1;3280
2012;29;2;3385
2012;29;3;3360
2012;29;4;3380
2012;29;5;3351
2012;29;6;3338
2012;29;7;3373
2012;29;8;3316
2012;29;9;3335
2012;30;1;3291
2012;30;3;3233
2012;30;4;3275
2012;30;5;3369
2012;30;6;3334
2012;30;7;3317
2012;30;8;3350
2012;30;9;3269
2012;31;1;3353
2012;31;3;3262
2012;31;5;3393
2012;31;7;3479
2012;31;8;3168
